ProcedureName,ResultName,IsConsoleDefault,IsRawExportable,IsTableExportable,SourceTable,SchemaVersion,SourceSchema,EmptyConsoleMessage
USP_DatabaseCapacityAnalysis,capacity,1,1,1,#DatabaseCapacityAnalysis_Capacity,1,"[DatabaseId] int NULL , [DatabaseName] sysname NULL , [FileId] int NULL , [LogicalFileName] sysname NULL , [FileTypeDesc] nvarchar(60) NULL , [PhysicalName] nvarchar(260) NULL , [FileSizeMb] decimal(19,2) NULL , [UsedInFileMb] decimal(19,2) NULL , [FreeInFileMb] decimal(19,2) NULL , [FreeInFilePercent] decimal(9,2) NULL , [GrowthDescription] nvarchar(80) NULL , [NextGrowthMb] decimal(19,2) NULL , [MaxSizeMb] decimal(19,2) NULL , [VolumeMountPoint] nvarchar(512) NULL , [LogicalVolumeName] nvarchar(512) NULL , [VolumeTotalMb] decimal(19,2) NULL , [VolumeAvailableMb] decimal(19,2) NULL , [VolumeFreePercent] decimal(9,2) NULL , [FindingCode] varchar(80) NULL , [EvidenceLimit] nvarchar(500) NOT NULL",Keine fachlichen Ergebnisse
USP_PerformanceCounters,counters,1,1,1,#PerformanceCounters_Result,1,"[ObjectName] nvarchar(128) NOT NULL , [CounterName] nvarchar(128) NOT NULL , [InstanceName] nvarchar(128) NOT NULL , [CounterType] int NOT NULL , [Interpretation] varchar(40) NOT NULL , [MetricValue] decimal(38,6) NULL , [MetricUnit] varchar(40) NOT NULL , [BeforeValue] bigint NULL , [AfterValue] bigint NOT NULL , [BaseBeforeValue] bigint NULL , [BaseAfterValue] bigint NULL , [DeltaValue] bigint NULL , [BaseDeltaValue] bigint NULL , [SampleSeconds] decimal(19,6) NULL , [SqlServerStartTime] datetime2(3) NULL , [FindingCode] varchar(80) NOT NULL",Keine fachlichen Ergebnisse
USP_CriticalEngineEvents,events,1,1,1,#CriticalEngineEvents_Events,1,"[TimestampUtc] datetime2(7) NULL , [EventName] sysname NULL , [ErrorNumber] int NULL , [Severity] int NULL , [ComponentName] sysname NULL , [StateDesc] sysname NULL , [MessageText] nvarchar(4000) NULL , [FindingCode] varchar(100) NOT NULL , [EventXml] xml NULL",Keine fachlichen Ergebnisse
USP_InternalContentionAnalysis,latches,1,1,1,#InternalContentionAnalysis_LatchResult,1,"[LatchClass] nvarchar(120) NOT NULL , [MeasurementKind] varchar(30) NOT NULL , [WaitingRequests] bigint NULL , [WaitTimeMs] bigint NULL , [MaxObservedWaitTimeMs] bigint NULL , [WaitsPerSecond] decimal(19,4) NULL , [WaitMsPerSecond] decimal(19,4) NULL , [CounterResetDetected] bit NOT NULL",Keine fachlichen Ergebnisse
USP_BufferPoolAnalysis,memory,1,1,1,#BufferPoolAnalysis_MemorySnapshot,1,"[PhysicalMemoryInUseKb] bigint NULL , [LockedPageAllocationsKb] bigint NULL , [LargePageAllocationsKb] bigint NULL , [MemoryUtilizationPercent] int NULL , [AvailableCommitLimitKb] bigint NULL , [ProcessPhysicalMemoryLow] bit NULL , [ProcessVirtualMemoryLow] bit NULL , [TotalPhysicalMemoryKb] bigint NULL , [AvailablePhysicalMemoryKb] bigint NULL , [AvailablePhysicalMemoryPercent] decimal(9,2) NULL , [SystemMemoryStateDesc] nvarchar(256) NULL , [FindingCode] varchar(80) NOT NULL , [FindingSeverity] varchar(16) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_DiagnosticFindings,findings,1,1,1,#DiagnosticFindings_Findings,1,"[FindingOrdinal] bigint IDENTITY(1,1) NOT NULL , [SourceModule] sysname NOT NULL , [Category] varchar(60) NOT NULL , [Severity] varchar(16) NOT NULL , [Confidence] varchar(16) NOT NULL , [ScopeType] nvarchar(60) NOT NULL , [ScopeName] nvarchar(512) NULL , [FindingCode] varchar(120) NOT NULL , [EvidenceMetric] decimal(38,4) NULL , [Evidence] nvarchar(1000) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL , [RecommendedNextCheck] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_ServerFeatureCapabilities,capabilities,1,1,1,#ServerFeatureCapabilities_Capabilities,1,"[ScopeName] nvarchar(128) NOT NULL , [FeatureName] nvarchar(128) NOT NULL , [AvailabilityStatus] varchar(40) NOT NULL , [LogicPath] nvarchar(256) NULL , [MinimumKnownMajorVersion] int NULL , [SourceObject] nvarchar(512) NULL , [Detail] nvarchar(2000) NULL , [RequiredPermission] nvarchar(512) NULL",Keine fachlichen Ergebnisse
USP_SpecialFeatureInventory,features,1,1,1,#SpecialFeatureInventory_FeatureInventory,1,"[DatabaseName] sysname COLLATE SQL_Latin1_General_CP1_CS_AS NOT NULL , [FeatureCode] varchar(64) NOT NULL , [FeatureFamily] nvarchar(120) NOT NULL , [DetectionStatus] varchar(40) NOT NULL , [DetectedItemCount] bigint NULL , [ConfigurationState] nvarchar(120) NULL , [SourceObjects] nvarchar(1000) NOT NULL , [RecommendedModule] sysname NULL , [RecommendedModuleStatus] varchar(40) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_InMemoryOltpAnalysis,findings,1,1,1,#InMemoryOltpAnalysis_Findings,1,"[FindingOrdinal] bigint IDENTITY(1,1) NOT NULL , [DatabaseName] sysname NULL , [SchemaName] sysname NULL , [ObjectName] sysname NULL , [IndexName] sysname NULL , [Severity] varchar(16) NOT NULL , [Confidence] varchar(16) NOT NULL , [FindingCode] varchar(120) NOT NULL , [MetricName] varchar(80) NOT NULL , [MetricValue] decimal(38,4) NULL , [ThresholdValue] decimal(38,4) NULL , [Evidence] nvarchar(1000) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL , [RecommendedNextCheck] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_TemporalAnalysis,findings,1,1,1,#TemporalAnalysis_Findings,1,"[FindingOrdinal] bigint IDENTITY(1,1) NOT NULL , [DatabaseName] sysname NULL , [SchemaName] sysname NULL , [ObjectName] sysname NULL , [HistorySchemaName] sysname NULL , [HistoryTableName] sysname NULL , [Severity] varchar(16) NOT NULL , [Confidence] varchar(16) NOT NULL , [FindingCode] varchar(120) NOT NULL , [MetricName] varchar(80) NOT NULL , [MetricValue] decimal(38,4) NULL , [ThresholdValue] decimal(38,4) NULL , [Evidence] nvarchar(1000) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL , [RecommendedNextCheck] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_ServiceBrokerAnalysis,findings,1,1,1,#ServiceBrokerAnalysis_Findings,1,"[FindingOrdinal] bigint IDENTITY(1,1) NOT NULL , [DatabaseName] sysname NULL , [SchemaName] sysname NULL , [ObjectName] sysname NULL , [Severity] varchar(16) NOT NULL , [Confidence] varchar(16) NOT NULL , [FindingCode] varchar(120) NOT NULL , [MetricName] varchar(80) NOT NULL , [MetricValue] decimal(38,4) NULL , [ThresholdValue] decimal(38,4) NULL , [Evidence] nvarchar(1000) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL , [RecommendedNextCheck] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_FullTextAnalysis,findings,1,1,1,#FullTextAnalysis_Findings,1,"[FindingOrdinal] bigint IDENTITY(1,1) NOT NULL , [DatabaseName] sysname NULL , [SchemaName] sysname NULL , [ObjectName] sysname NULL , [Severity] varchar(16) NOT NULL , [Confidence] varchar(16) NOT NULL , [FindingCode] varchar(120) NOT NULL , [MetricName] varchar(80) NOT NULL , [MetricValue] decimal(38,4) NULL , [ThresholdValue] decimal(38,4) NULL , [Evidence] nvarchar(1000) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL , [RecommendedNextCheck] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_DataCaptureDeepAnalysis,findings,1,1,1,#DataCaptureDeepAnalysis_Findings,1,"[FindingOrdinal] bigint IDENTITY(1,1) NOT NULL , [DatabaseName] sysname NULL , [SchemaName] sysname NULL , [ObjectName] sysname NULL , [Severity] varchar(16) NOT NULL , [Confidence] varchar(16) NOT NULL , [FindingCode] varchar(120) NOT NULL , [MetricName] varchar(80) NOT NULL , [MetricValue] decimal(38,4) NULL , [ThresholdValue] decimal(38,4) NULL , [Evidence] nvarchar(1000) NOT NULL , [EvidenceLimit] nvarchar(1000) NOT NULL , [RecommendedNextCheck] nvarchar(1000) NOT NULL",Keine fachlichen Ergebnisse
USP_EncryptionAnalysis,databases,1,1,1,#EncryptionAnalysis_Encryption,1,"[DatabaseId] int NOT NULL PRIMARY KEY , [DatabaseName] sysname NOT NULL , [IsEncrypted] bit NULL , [EncryptionState] int NULL , [EncryptionStateDesc] nvarchar(60) NULL , [PercentComplete] real NULL , [EncryptionScanState] int NULL , [EncryptionScanStateDesc] nvarchar(60) NULL , [EncryptionScanModifyDate] datetime NULL , [KeyAlgorithm] nvarchar(32) NULL , [KeyLength] int NULL , [EncryptorType] nvarchar(32) NULL , [ProtectorName] sysname NULL , [ProtectorExpiryDate] datetime NULL , [ProtectorPrivateKeyLastBackupDate] datetime NULL , [LatestFullBackupFinishDate] datetime NULL , [LatestFullBackupExplicitlyEncrypted] bit NULL , [LatestFullBackupAlgorithm] nvarchar(32) NULL , [LatestFullBackupEncryptorType] nvarchar(32) NULL , [ColumnMasterKeyCount] bigint NULL , [ColumnEncryptionKeyCount] bigint NULL , [EncryptedColumnCount] bigint NULL , [LedgerTableCount] bigint NULL , [FindingCode] varchar(100) NULL , [FindingSeverity] varchar(16) NULL , [EvidenceLimit] nvarchar(1000) NULL",Keine fachlichen Ergebnisse
